prob,label
1.96433666133089e-06,0
2.066315119009232e-06,0
1.9828528365906095e-06,0
1.963759586942615e-06,0
1.9680262539623072e-06,0
1.958421989911585e-06,0
1.960447661986109e-06,0
1.971136953216046e-06,0
1.967020580195822e-06,0
1.968794094864279e-06,0
0.9999964237213135,1
1.9603617147367913e-06,0
1.9684393919305876e-06,0
0.9999964237213135,1
0.9999964237213135,1
1.9518697627063375e-06,0
1.9568797142710537e-06,0
1.9631415852927603e-06,0
1.9580595562729286e-06,0
1.965187266250723e-06,0
1.961756879609311e-06,0
0.9999964237213135,1
1.9591727777878987e-06,0
0.9999964237213135,1
0.9999964237213135,1
1.962860778803588e-06,0
1.9533113118086476e-06,0
0.9999964237213135,1
1.957439963007346e-06,0
0.9999964237213135,1
1.956678261194611e-06,0
1.9537842490535695e-06,0
0.9999964237213135,1
1.9511701339069987e-06,0
1.9529963992681587e-06,0
1.962499709406984e-06,0
1.9532888018147787e-06,0
1.958302391358302e-06,0
0.9999964237213135,1
1.953089395101415e-06,0
0.9999964237213135,1
1.9506492208165582e-06,0
0.9999964237213135,1
1.9576377781049814e-06,0
0.9999964237213135,1
1.964087459782604e-06,0
1.9583062567107845e-06,0
1.950931846295134e-06,0
1.9576264094212092e-06,0
1.9583471839723643e-06,0
1.9690155568241607e-06,0
1.9609451555879787e-06,0
1.958018629011349e-06,0
1.958227585419081e-06,0
1.9703738871612586e-06,0
1.955590732904966e-06,0
1.9750318642763887e-06,0
1.9661508758872515e-06,0
1.952676029759459e-06,0
0.9999964237213135,1
1.9510268884914694e-06,0
0.9999964237213135,1
1.9572419205360347e-06,0
1.9513413462846074e-06,0
1.953165792656364e-06,0
1.9599765437305905e-06,0
1.9519591205607867e-06,0
0.9999964237213135,1
0.056104011833667755,0
1.957040467459592e-06,0
1.959879227797501e-06,0
1.955883590198937e-06,0
1.9545148006727686e-06,0
1.952580987563124e-06,0
1.9596513993747067e-06,0
1.961236648639897e-06,0
1.962548367373529e-06,0
1.953434093593387e-06,0
1.9611431980592897e-06,0
1.9512074231897714e-06,0
0.9999964237213135,1
1.9519407032930758e-06,0
1.9572007659007795e-06,0
1.951666945387842e-06,0
1.967654725376633e-06,0
0.9999964237213135,1
1.9527151380316354e-06,0
1.9647900444397237e-06,0
1.9530352801666595e-06,0
1.9628364498203155e-06,0
1.9591132058849325e-06,0
1.9658975816128077e-06,0
1.9640069695014972e-06,0
1.95558504856308e-06,0
1.950954356289003e-06,0
1.9714618701982545e-06,0
1.9613414679042762e-06,0
1.9615622477431316e-06,0
1.9615492874436313e-06,0
1.9591896034398815e-06,0
